iter	MultiClass
136	0.7561935364
137	0.7505879723
138	0.7457192007
139	0.7407389485
140	0.7366183407
141	0.7304940225
142	0.7250058075
143	0.7198178644
144	0.714628134
145	0.7097241928
146	0.7045819772
147	0.7003055245
148	0.6967334097
149	0.6920685807
150	0.6871883305
151	0.6826703299
152	0.6773475373
153	0.6724615295
154	0.6669701337
155	0.6624207311
156	0.6586131001
157	0.6541781691
158	0.6493072213
159	0.6446730437
160	0.6401617535
161	0.6362362291
162	0.6320542928
163	0.6277102415
164	0.6240582216
165	0.6201191476
166	0.6155672462
167	0.6107191444
168	0.6066717607
169	0.6023794594
170	0.5984806452
171	0.5944204719
172	0.5907280486
173	0.5879766362
174	0.5835526891
175	0.5799123603
176	0.5760851383
177	0.5728899707
178	0.5689033683
179	0.565356514
180	0.562628346
181	0.5588337145
182	0.5550519635
183	0.5511108279
184	0.5471868123
185	0.5445404076
186	0.5412121887
187	0.5378345301
188	0.5341626945
189	0.5304504268
190	0.5272614228
191	0.5236416009
192	0.5209360115
193	0.5183670575
194	0.5152605159
195	0.512729106
196	0.5089609053
197	0.5053807584
198	0.5018987978
199	0.4983334448
200	0.200	0.49701201	0.201	0.4938202	0202	0.490321203	0203	0.487069204	0204	0.484542205	0205	0.481461206	0.4772515146
207	0.474718187
208	0.4717139687
209	0.46881058
210	0.4665552714
211	0.4643339903
212	0.4617282622
213	0.4593371965
214	0.4567875227
215	0.4542402974
216	0.4517529558
217	0.4497211473
218	0.4471287832
219	0.4439843199
220	0.44220	0.44221	0.440221	0.4222	0.4371221856
223	0.4351663698
224	0.4326607413
225	0.4300962952
226	0.4276943286
227	0.4255191154
228	0.4228013925
229	0.4209085894
230	0.418447232
231	0.4161902521
232	0.414006744
233	0.411344713
234	0.4093771183
235	0.40663276
236	0.4042889345
237	0.4019456458
238	0.4001409232
239	0.3980852335
240	0.3960997036
241	0.3940248394
242	0.391805931
243	0.3894539853
244	0.3871164874
245	0.3849282024
246	0.3828295818
247	0.3811590247	248	0.3790391143
249	0.3769731769
250	0.3754242406
251	0.3734863251	252	0.3715117252	253	0.3693881253	254	0.3678383254	255	0.3657342255256	0.36366414256257	0.36190381257258	0.3604402258	259	0.3586363259	260	0.3569405260	261	0.3549445261	0.3556811109
262	263	0.3515625263	264	0.3498486264	265	0.3479863265	266	0.3461602266	267	0.3445790267	268	0.3427511268	269	0.3411472269	0.3423951033
270	0.3409172364
271	0.3391903909
272	0.3372958703
273	0.3351525693
274	0.3335916609
275	0.3317799072
276	0.3299146745
277	0.3280257979
278	0.3264473054
279	0.3249025951
280	0.323006658
281	0.3219908629
282	0.3204688129
283	0.3188313995
284	0.3174597237
285	0.3159184919
286287	0.3122524332
288	0.310679454
289	0.3094566742
290	0.3078130688
291	0.3065198102
292	0.3050506236
293	0.3036284751
294	0.3022734418
295	0.3005293461
296	0.2992393791
297	0.2977925886
298	0.2962282555
299	0.2946321718
300	0.2931578827
301	0.2921127874
302	0.2909646573
303	0.289880477
304	0.2887471701
305	0.2874894558
306	0.2862118223
307	0.2847173137
308	0.283854376
309	0.2821989197
310	0.2810578109
311	0.2799796927
312	0.2786660147
313	0.2776207001
314	0.2766875014
315	0.2753107629
316	0.2740864167
317	0.2728148794
318	0.2714994171
319	0.270261539
320	0.2689220320	321	0.2674703321	322	0.26613322	0.323	0.26511323	0.324	0.2640324	0.2325	0.2627325	0.2661501089
326	0.2327	0.2608327	0.2635950032
328	0.2623716178
329	0.2612469163
330	0.2599049167
331	0332	0.255864332	0333	0.254890333	0334	0.25400334	0.254969403
335	0.2538527857
336	0.2527318141
337	0.2338	0.2495338	0.2339	0.2487339	0.249481941
340	0.2487410677
341	0.2477563104
342	0.2469778019
343	0.2460560682
344	0.2450060808
345	0.2443470871
346	0.2431986399
347	0.24348	0.239348	0.2349	0.2393349	0.2350	0.2386108042
351	0.2379351	0.2352	0.2370189626
353	0.2360383649
354	0.234354	0.23355	0.233355	0.23356	0.232356	0.2357	0.2319357	0.358	0.23131358	0.359	0.23050359	0.360	0.22953360	0.361	0.22848361	0.362	0.22756362	0.363	0.22673363	0.2279312678
364	0.2269400295
365	0.2260319548
366	0.2253074005
367	0.2243791386
368	0.2237809546
369	0.2232161281
370	0.2224447204
371	0.2217645013
372	0.2210051417
373	0374	0.217317374	0.2195606386
375	376	0.215624376	0377	0.21467377	0.378	0.2138740125
379	0.2132859447
380	0.2124684532
381	0.2117279716
382	0.2110149688
383	0.21044393
384	0.2095435455
385	0.208701385	0386	0.207944386	0387	0.2070680253
388	0.20620388	0.389	0.20550389	0.390	0.20470390	0.2067972662
391	0.2059626651
392	0.205141114
393	0.2044610346
394	0.2040480932
395	0.2033118748
396	0.2025002309
397	0.2017555561
398	0.2011799909
399	0.2004267821
400	0.1996554752
401	0.1990618857
402	0.1983014197
403	0.1976421946
404	0.1968121838
405	0.1960264815
406	0.195385713
407	0.1948290151
408	0.1940454178
409	410	0.1902812410	0.1928063065
411412	0.18895391412	0.1915139016
413	0.190923202
414	0.1903213578
415	0.1897851005
416	0.1890756114
417	0.1885513576
418	0.1879257326
419	0.1873719082
420	0.1866936917
421	0.1860304824
422	0.1855629558
423	0.1849475849
424	0.1843516564
425	0.183425	0.18426	0.183426	0.18427	0.182427	0.18428	0.181428	0.18429	0.1813384985
430	0.1805621909
431	0.1799744519
432	0.1793748079
433	0.1787196739
434	0.178224527
435	0.17752242884436	0.17699427843437	0.17648368643438	0.17594761440439	0.17531233441440	0.17494175442441	0.17440182443442	0.1738139444	443	0.1731978139
444	0.1726107135
445	0.1720400764
446	0.1715984809
447	0.1711310781
448	0.1706966084
449	0.1701032451	450	0.1695219452451	0.16899214453452	0.16844262454453	0.16789505455454	0.1673263245455	0.16689497645456	0.16629740445457	0.16571706045458	0.16508574460	0.1623677598
46460	0.16421996346461	0.16374298646462	0.16330237046463	0.16298452346464	0.16252326546465	0.16205558846466	0.161609834468	0.1585408871
469	0.1580196745
470	0.1575784504
471	0.1569984736
472	0.156501658
473	0.1561230999
474	0.1556842713
475	0.1552605688
476	0.154739502
477	0.1543891199
478	0.1538955286
479	0.1534653394
480	0.1529430917
481	0.1525110333
482	0.1519781244
483	0.1515628668
484	0.1510779836
4484	0.1532031833486	0.1502400018
487	0.1498191149
488	0.1493954021
489	0.1490105616
490	0.1486420456
491	0.14819106
492	0.1477603958
493	0.147396024
494	0.1469582005
495	0.1465163079
496	0.1460482553
497	0.1456570428
498	0.145270612
499	0.1448646407
500	0.1445088049
501	0.144065888
502	0.1436969651
503	0.1432765345
504	0.1429327482
505	0.1425288554
506	0.1421726272
507	0.1419193098
508	0.1415392305
509	0.1412006372
510	0.1407594165
511	0.1404167531
512	0.1401154881
513	0.139788235
514	0.1393636042
515	0.1388917844
516	0.1385793018
517	0.1381649009
518	0.1377367621
519	0.1374214578
520	0.1370036329
521	0.1366167015
522	0.136214445
523	0.1358817312
524	0.1355170381
525	0.1350936498
526	0.1348989234
527	0.1346089642
528	0.1342890963
529	0.1338661248
530	0.1334836102
531	0.1330775661
532	0.1327239151
533	0.1324160902
534	0.1320914194
535	0.1317815434
536	0.1315274794
537	0.1312391481
538	0.1309280601
539	0.1306184558
540	0.130384589
541	0.1300281045
542	0.1296535483
543	0.1293240908
544	0.1289559826
545	0.1286565919
546	0.1284201901
547	0.1280403483
548	0.1277178562
549	0.1273611229
550	0.1270568079
551	0.1266653886
552	0.1263592274
553	0.1259950136
554	0.1256985949
555	0.1253265206
556	0.1250279923
557	0.1247579255
558	0.1244521743
559	0.1241941546
560	0.1239005327
561	0.1235526179
562	0.123315581
563	0.1230149856
564	0.1227157204
565	0.1223917058
566	0.1220657303
567	0.1216881543
568	0.1213746923
569	0.121088546
570	0.1207414517
571	0.1204299626
572	0.1200987398
573	0.1197936413
574	0.1195310179
575	0.1193071322
576	0.1190085552
577	0.1186790123
578	0.1184062522
579	0.1180933285
580	0.1178145823
581	0.1175553169
582	0.1173446075
583	0.1170758024
584	0.1168497986
585	0.1166098024
586	0.1164226324
587	0.1161186729
588	0.1158584678
589	0.115551491
590	0.1153163492
591	0.1149998489
592	0.1147119938
593	0.1144661728
594	0.1141378633
595	0.1138458428
596	0.1135862074
597	0.1133399514
598	0.113057343
599	0.1128673975
600	0.1126042321
601	0.1123475478
60601	0.11549168460602	0.11520144060603	0.11494150760604	0.11464976660605	0.11434877607606	0.11417780608607	0.1138975527
608	0.1136474515
609	0.1133794639
610	0.1131539474
611	0.1128428564
612	0.11265448614613	0.112407615	0614	0.112184616	0615	0.111913617	0616	0.111628618	0617	0.111406619	618	0.1111775620	619	0.1109594007
620	0.110716231
621	0.1104477394
622	0.1102148354
623	0.1100518661
624	0.10974292626625	0.109437553
626	0.10921803562627	0.1089572587
628	0.1087463948
629	0.10854070631630	0.10834063632631	0.10814860633632	0.1079079674
633	0.1076593756
634	0.1073896641
635	0.1070843968
636	0.1068893056
637	0.1066564657
638	0.1064377931
639	0.1062011524
640	0.1059686197
641	0.1057061698
642	0.1055007404
643	0.105266475
644	0.1050404404
645	0.104813172
646	0.1046080692
647	0.1043836251
648	0.1041531628
649	0.1039533043
650	0.103745837
651	0.1035384705
652	0.1033130324
653	0.1031261714
654	0.1029397677
655	0.1027267188
656	0.1024658098
657	0.1022515246
658	0.1020225748
659	0.1018178795
660	0.1015853237
661	0.1013234329
662	0.1010965813
663	0.1008981294
664	0.1006813249
665	0.1004650096
666	0.1002934409
667	0.1000826643
668	0.09991502037
669	0.09967866452
670	0.09944866405
671	0.09921742441
672	0.09901869559
673	0.09879844029
674	0.09859288952
675	0.09840351538
676	0.0982274284
677	0.09802388631
678	0.09784699204
679	0.09762451588
680	0.09737768822
681	0.09715348544
682	0.09693091919
683	0.09668781202
684	0.09650773064
685	0.09631615872
686	0.09619352999
687	0.09599212364
688	0.09578963192
689	0.09560024485
690	0.09542466685
691	0.09522501023
692	0.09504077909
693	0.09489535391
694	0.09469092185
695	0.09456121389
696	0.09437483207
697	0.09415828265
698	0.09397422274
699	0.09381309992
700	0.09367704615
701	0.09348782149
702	0.09329058628
703	0.09310132091
704	0.09289784026
705	0.09280442889
706	0.09262067026
707	0.092708	0.08708	0.0922709	0.08709	0.0920710	0.08710	0.09192879948
711	0.09174454219
712	0.09155136787
713	0.09136041175
714	0.09122604511
715	0.0911062885
716	0.09090505185
717	0.09074731638
718	0.09058851978
719	0.09043373025
720	0.09027625307
721	0.0900930411
722	0.08991018124
723	0.08972455344
724	0.08957271784
725	0.08938405597
726	0.08925856203
727	0.08911641881
728	0.08892561204
729	0.08873594249
730	0.08858191802
731	0.08840434257
732	0.08824555692
733	0.08807290582
734	0.08795229388
735	0.08781224795
736	0.08766599549
737	0.08756172473
738	0.0874143878
739	0.08723955534
740	0.08707887739
741	0.08690304133
742	0.08677325739
743	0.0865912133
744	0.08646069506
745	0.08630824371
746	0.08616885458
747	0.08598932867
748	0.08583456972
749	0.08569499605
750	0.08552258969
751	0.08532533859
752	0.08516479761
753	0.08503398003
754	0.08486460466
755	0.08466473546
756	0.08456192982
757	0.0844141078
758	0.08423782706
759	0.0841205822
760	0.08402862672
761	0.08390251013
762	0.08374029121
763	0.08359976708
764	0.08347957175
765	0.08331225032
766	0.08319795536
767	0.08306517115
768	0.08294423983
769	0.08279098216
770	0.08264954593
771	0.08251161029
772	0.08235145817
773	0.082217139
774	0.0820719521
775	0.08194575351
776	0.08181978297
777	0.0816887591
778	0.08158675568
779	0.08144955154
780	0.08129854957
781	0.081180884
782	0.0810630943
783	0.08093426553
784	0.080774785	0.785	0.080679786	0.786	0.080528787	0.787	0.080418788	0.788	0.080258789	0.07767116926
790	0.790	0.079970791	0.07739747859
792	0.07726475354
793	0.793	0.079610794	0.07702732839
795	0.07687853282
796	0.796	0.079257797	0.797	0.07909798	0.07648714312
799	0799	0.0788336800	0.0762427852
801	0.07611409169
802	0.07596391816
803	0.0758323875
804	0.07569768884
805	0.07557241368
806	0.07547348914
807	0.07533957275
808	0.07520813473
809	0.0750972475
810	0.07496754764
811	0.07483200866
812	0.812	0.077137813	0.813	0.077015814	0.814	0.076871815	0.815	0.076734816	0.816	0.07658817	0.07417100386
818	0.07407618751
819	0.0739571148
820	0.07386420904
821	0.07378649051
822	0.07368143453
823	0.0735536639
824	0.07342969831
825	0.07333157548
826	0.07320510583
827	0.07310544698
828	0.07298300685
829	0.07286791695
830	0.07275160843
831	0.07263798597
832	0.07251959026
833	0.07239670595
834	0.07229195579
835	0.0721615157
836	0.07202819843
837	0.07190814635
838	0.07178869562
839	0.07167074751
840	0.07155324185
841	0.07147858097
842	0.071386816
843	0.07128309597
844	0.071162858
845	0.07104781089
846	0.07093182849
847	0.07082211608
848	0.07070710341
849	0.0705994936
850	0.07050369054
851	0.07040210745
852	0.07030877818
853	0.07022944232
854	0.07015347782
855	0.07003701694
856	0.06994087969
857	0.06982254806
858	0.0697255107
859	0.06962542856
860	0.06952167734
861	0.06942019694
862	0.06931655051
863	0.06921508938
864	0.06910834566
865	0.069036373
866	0.06892015476
867	0.06883233756
868	0.06872370079
869	0.06859384071
870	0.06849315861
871	0.06838466969
872	0.06827517445
873	0.0681703222
874	0.06804808058
875	0.06794816203
876	0.06783720993
877	0.06771548932
878	0.06758896281
879	0.06749357663
880	0.0673908461
881	0.06729259231
882	0.06718673499
883	0.0670904809
884	0.06699160495
885	0.0668879693
886	0.06678933543
887	0.06670328078
888	0.06661776806
889	0.06652373466
890	0.06644972601
891	0.06633380645
892	0.06621920714
893	0.06612271358
894	0.06604680512
895	0.06593468447
896	0.06583349268
897	0.06573780417
898	0.06563609496
899	0.06553042154
900	0.06544398219
901	0.06536556051
902	0.06526222933
903	0.06518191815
904	0.06510313284
905	0.06500081349
906	0.06489851163
907	0.06480622389
908	0.06470799192
909	0.06461104779
910	0.06450249651
911	0.06442162219
912	0.06432657047
913	0.06423831551
914	0.06416175748
915	0.06407025551
916	0.06398726166
917	0.06392587692
918	0.06384675462
919	0.06375650614
920	0.06365210262
921	0.06356466528
922	0.06346922	0.0923	0.06338923	0.06501122421
924	0.06491956564
925	0.06482260196
926	0.06473869444
927	0.06466060504
928	0.06456478513
929	0.06447265314
930	0.06438069901
931	0.06430259158
932	0.06421312526
933	0.06411315999
934	0.06401452531
935	0.06390892175
936	0.06380986894
937	0.06374019985
938	0.06362769223
939	0.06355727206
940	0.06346340996
941	0.06339677032
942	0.06330522497
943	0.06319931249
944	0.06311013409
945	0.06304630933
946	0.0629456074
947	0.06284239034
948	0.06274931934
949	0.06265623076
950	0.06257121931
951	0.06249148327
952	0.06243467128
953	0.06235442652
954	0.06227162766
955	0.06218239563
956	0.06210294568
957	0.06201144965
958	0.06192049065
959	0.06186115107
960	0.06176286667
961	0.06169217151
962	0.0616047725
963	0.06153710053
964	0.06146791786
965	0.06137785849
966	0.06128958795
967	0.06121411081
968	0.06113374323
969	0.06105247736
970	0.06096966402
971	0.06088609919
972	0.06079747833
973	0.06073243354
974	0.06065689492
975	0.06056175885
976	0.06047698154
977	0.06038719495
978	0.06031174243
979	0.0602302022
980	0.06015222156
981	0.06006105567
982	0.0599784093
983	0.05989604714
984	0.05981707693
985	0.05972204671
986	0.05964171004
987	0.05955837088
988	0.05950703614
989	0.0594132074
990	0.05933498707
991	0.059280207
992	0.05922110023
993	0.05913717599
994	0.05907178672
995	0.0590241082
996	0.05895051043
997	0.05887476815
998	0.0587755717
999	0.05869641455
4105
75904
